"Selected(x)","Parent","Name","ObjectType","Template","AttributeValue"
"x","WASTEWATER\EST FLOW\BLACKS FORD\GARRISON DR - 1101","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","PLYMOUTH ST - 4616","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\PLYMOUTH ST - 4616","CMMS Asset ID","Attribute","","LS-001784"
"x","WASTEWATER\EST FLOW\BUCKMAN\PLYMOUTH ST - 4616","PI Tag","Attribute","","WEST:PLY4616"
"x","WASTEWATER\EST FLOW\BUCKMAN\PLYMOUTH ST - 4616","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\PLYMOUTH ST - 4616","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\PLYMOUTH ST - 4616","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","HOMARD BLVD N - 10220","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HOMARD BLVD N - 10220","CMMS Asset ID","Attribute","","LS-001100"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HOMARD BLVD N - 10220","PI Tag","Attribute","","EAST:HOM10220"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HOMARD BLVD N - 10220","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HOMARD BLVD N - 10220","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\HOMARD BLVD N - 10220","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","SOUTH HAMPTON CLUB WAY - 255","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTH HAMPTON CLUB WAY - 255","CMMS Asset ID","Attribute","","LS-002084"
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTH HAMPTON CLUB WAY - 255","PI Tag","Attribute","","STJOHNS:SOU265"
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTH HAMPTON CLUB WAY - 255","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTH HAMPTON CLUB WAY - 255","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\SOUTH HAMPTON CLUB WAY - 255","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","MCCORMICK RD - 11803","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MCCORMICK RD - 11803","CMMS Asset ID","Attribute","","LS-001424"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MCCORMICK RD - 11803","PI Tag","Attribute","","EAST:MCC11803"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MCCORMICK RD - 11803","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MCCORMICK RD - 11803","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\MCCORMICK RD - 11803","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","HANSON DR N - 6927","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\HANSON DR N - 6927","CMMS Asset ID","Attribute","","LS-001015"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HANSON DR N - 6927","PI Tag","Attribute","","WEST:HAN6927"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HANSON DR N - 6927","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\HANSON DR N - 6927","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\HANSON DR N - 6927","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","MERRILL RD - 7732","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\MERRILL RD - 7732","CMMS Asset ID","Attribute","","LS-001452"
"x","WASTEWATER\EST FLOW\MONTEREY\MERRILL RD - 7732","PI Tag","Attribute","","EAST:MER7732"
"x","WASTEWATER\EST FLOW\MONTEREY\MERRILL RD - 7732","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MONTEREY\MERRILL RD - 7732","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\MONTEREY\MERRILL RD - 7732","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","WOOLERY DR - 2512","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\WOOLERY DR - 2512","CMMS Asset ID","Attribute","","LS-002468"
"x","WASTEWATER\EST FLOW\MONTEREY\WOOLERY DR - 2512","PI Tag","Attribute","","EAST:WOO2512"
"x","WASTEWATER\EST FLOW\MONTEREY\WOOLERY DR - 2512","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MONTEREY\WOOLERY DR - 2512","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\WOOLERY DR - 2512","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","COUNTY RD 210 - 2283","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\COUNTY RD 210 - 2283","CMMS Asset ID","Attribute","","LS-000638"
"x","WASTEWATER\EST FLOW\BLACKS FORD\COUNTY RD 210 - 2283","PI Tag","Attribute","","STJOHNS:COU2283"
"x","WASTEWATER\EST FLOW\BLACKS FORD\COUNTY RD 210 - 2283","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\COUNTY RD 210 - 2283","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\COUNTY RD 210 - 2283","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","NORSE DR - 6247","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\NORSE DR - 6247","CMMS Asset ID","Attribute","","LS-001598"
"x","WASTEWATER\EST FLOW\SOUTHWEST\NORSE DR - 6247","PI Tag","Attribute","","WEST:NOR6247"
"x","WASTEWATER\EST FLOW\SOUTHWEST\NORSE DR - 6247","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\NORSE DR - 6247","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\NORSE DR - 6247","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","ARLEX DR S - 6912","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\ARLEX DR S - 6912","CMMS Asset ID","Attribute","","LS-000122"
"x","WASTEWATER\EST FLOW\MONTEREY\ARLEX DR S - 6912","PI Tag","Attribute","","EAST:ARL6912"
"x","WASTEWATER\EST FLOW\MONTEREY\ARLEX DR S - 6912","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\MONTEREY\ARLEX DR S - 6912","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\ARLEX DR S - 6912","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","MAYAPPLE RD E - 2530","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\MAYAPPLE RD E - 2530","CMMS Asset ID","Attribute","","LS-001420"
"x","WASTEWATER\EST FLOW\MONTEREY\MAYAPPLE RD E - 2530","PI Tag","Attribute","","EAST:MAY2530"
"x","WASTEWATER\EST FLOW\MONTEREY\MAYAPPLE RD E - 2530","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MONTEREY\MAYAPPLE RD E - 2530","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\MONTEREY\MAYAPPLE RD E - 2530","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","GREGORY DR - 7844","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\GREGORY DR - 7844","CMMS Asset ID","Attribute","","LS-000994"
"x","WASTEWATER\EST FLOW\SOUTHWEST\GREGORY DR - 7844","PI Tag","Attribute","","WEST:GRE7844"
"x","WASTEWATER\EST FLOW\SOUTHWEST\GREGORY DR - 7844","Wetwell Area","Attribute","","19.6349540849362"
"x","WASTEWATER\EST FLOW\SOUTHWEST\GREGORY DR - 7844","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\GREGORY DR - 7844","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST","DEL WEBB PKWY - 9092","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEL WEBB PKWY - 9092","CMMS Asset ID","Attribute","","LS-000712"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEL WEBB PKWY - 9092","PI Tag","Attribute","","SOUTH:DEL9092"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEL WEBB PKWY - 9092","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEL WEBB PKWY - 9092","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\ARLINGTON EAST\DEL WEBB PKWY - 9092","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","STANTON HILLS DR - 10653","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\STANTON HILLS DR - 10653","CMMS Asset ID","Attribute","","LS-002191"
"x","WASTEWATER\EST FLOW\SOUTHWEST\STANTON HILLS DR - 10653","PI Tag","Attribute","","WEST:STA10653"
"x","WASTEWATER\EST FLOW\SOUTHWEST\STANTON HILLS DR - 10653","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\STANTON HILLS DR - 10653","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\STANTON HILLS DR - 10653","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","AYRSHIRE ST E - 12621","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\AYRSHIRE ST E - 12621","CMMS Asset ID","Attribute","","LS-000222"
"x","WASTEWATER\EST FLOW\CEDAR BAY\AYRSHIRE ST E - 12621","PI Tag","Attribute","","NORTH:AYS12621"
"x","WASTEWATER\EST FLOW\CEDAR BAY\AYRSHIRE ST E - 12621","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\AYRSHIRE ST E - 12621","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\AYRSHIRE ST E - 12621","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","PORTER LAKES DR - 1527","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\PORTER LAKES DR - 1527","CMMS Asset ID","Attribute","","LS-001797"
"x","WASTEWATER\EST FLOW\CEDAR BAY\PORTER LAKES DR - 1527","PI Tag","Attribute","","NORTH:POR1527"
"x","WASTEWATER\EST FLOW\CEDAR BAY\PORTER LAKES DR - 1527","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\PORTER LAKES DR - 1527","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\PORTER LAKES DR - 1527","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\NASSAU","COMMODORE POINT DR - 96485","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\NASSAU\COMMODORE POINT DR - 96485","CMMS Asset ID","Attribute","","LS-000617"
"x","WASTEWATER\EST FLOW\NASSAU\COMMODORE POINT DR - 96485","PI Tag","Attribute","","NASSAU:COM96485"
"x","WASTEWATER\EST FLOW\NASSAU\COMMODORE POINT DR - 96485","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\NASSAU\COMMODORE POINT DR - 96485","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\NASSAU\COMMODORE POINT DR - 96485","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\NASSAU","HERON ISLES PKWY - 96289","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\NASSAU\HERON ISLES PKWY - 96289","CMMS Asset ID","Attribute","","LS-001058"
"x","WASTEWATER\EST FLOW\NASSAU\HERON ISLES PKWY - 96289","PI Tag","Attribute","","NASSAU:HER96288"
"x","WASTEWATER\EST FLOW\NASSAU\HERON ISLES PKWY - 96289","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\NASSAU\HERON ISLES PKWY - 96289","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\NASSAU\HERON ISLES PKWY - 96289","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","LAKE BEND CIR - 11845","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\LAKE BEND CIR - 11845","CMMS Asset ID","Attribute","","LS-001211"
"x","WASTEWATER\EST FLOW\CEDAR BAY\LAKE BEND CIR - 11845","PI Tag","Attribute","","NORTH:LAK11845"
"x","WASTEWATER\EST FLOW\CEDAR BAY\LAKE BEND CIR - 11845","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\LAKE BEND CIR - 11845","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\LAKE BEND CIR - 11845","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","UNIVERSITY BLVD N - 3518","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 3518","CMMS Asset ID","Attribute","","LS-002341"
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 3518","PI Tag","Attribute","","EAST:UNI3518"
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 3518","Wetwell Area","Attribute","","23.8"
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 3518","cte","Element","_cte_leadsp",""
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 3518","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","SHEPARD ST - 2280","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\SHEPARD ST - 2280","CMMS Asset ID","Attribute","","LS-002047"
"x","WASTEWATER\EST FLOW\MONTEREY\SHEPARD ST - 2280","PI Tag","Attribute","","EAST:SHE2280"
"x","WASTEWATER\EST FLOW\MONTEREY\SHEPARD ST - 2280","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MONTEREY\SHEPARD ST - 2280","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\SHEPARD ST - 2280","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","LEXINGTON PARK BLVD - 15648","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\LEXINGTON PARK BLVD - 15648","CMMS Asset ID","Attribute","","LS-002905"
"x","WASTEWATER\EST FLOW\CEDAR BAY\LEXINGTON PARK BLVD - 15648","PI Tag","Attribute","","NORTH:LEX15648"
"x","WASTEWATER\EST FLOW\CEDAR BAY\LEXINGTON PARK BLVD - 15648","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\LEXINGTON PARK BLVD - 15648","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\LEXINGTON PARK BLVD - 15648","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MONTEREY","UNIVERSITY BLVD N - 1829","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 1829","CMMS Asset ID","Attribute","","LS-002325"
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 1829","PI Tag","Attribute","","EAST:UNI1829"
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 1829","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 1829","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MONTEREY\UNIVERSITY BLVD N - 1829","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","DUNN AVE - 6678","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 6678","CMMS Asset ID","Attribute","","LS-000758"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 6678","PI Tag","Attribute","","NORTH:DUN6678"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 6678","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 6678","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\DUNN AVE - 6678","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","DIGBY LN - 6671","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\DIGBY LN - 6671","CMMS Asset ID","Attribute","","LS-000724"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DIGBY LN - 6671","PI Tag","Attribute","","NORTH:DIG6671"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DIGBY LN - 6671","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\DIGBY LN - 6671","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\DIGBY LN - 6671","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BUCKMAN","LEM TURNER RD - 9495","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BUCKMAN\LEM TURNER RD - 9495","CMMS Asset ID","Attribute","","LS-001311"
"x","WASTEWATER\EST FLOW\BUCKMAN\LEM TURNER RD - 9495","PI Tag","Attribute","","NORTH:LEM9495"
"x","WASTEWATER\EST FLOW\BUCKMAN\LEM TURNER RD - 9495","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\BUCKMAN\LEM TURNER RD - 9495","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BUCKMAN\LEM TURNER RD - 9495","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","ROBERT MASTERS BLVD - 11355","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\ROBERT MASTERS BLVD - 11355","CMMS Asset ID","Attribute","","LS-001899"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ROBERT MASTERS BLVD - 11355","PI Tag","Attribute","","NORTH:ROB11355"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ROBERT MASTERS BLVD - 11355","Wetwell Area","Attribute","","113.1"
"x","WASTEWATER\EST FLOW\CEDAR BAY\ROBERT MASTERS BLVD - 11355","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\ROBERT MASTERS BLVD - 11355","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","MONROE FOREST DR - 5001","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\MONROE FOREST DR - 5001","CMMS Asset ID","Attribute","","LS-001479"
"x","WASTEWATER\EST FLOW\MANDARIN\MONROE FOREST DR - 5001","PI Tag","Attribute","","SOUTH:MON5001"
"x","WASTEWATER\EST FLOW\MANDARIN\MONROE FOREST DR - 5001","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\MANDARIN\MONROE FOREST DR - 5001","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\MONROE FOREST DR - 5001","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","ORTEGA HILLS DR - 4959","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\ORTEGA HILLS DR - 4959","CMMS Asset ID","Attribute","","LS-001654"
"x","WASTEWATER\EST FLOW\SOUTHWEST\ORTEGA HILLS DR - 4959","PI Tag","Attribute","","WEST:ORT4959"
"x","WASTEWATER\EST FLOW\SOUTHWEST\ORTEGA HILLS DR - 4959","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\ORTEGA HILLS DR - 4959","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\ORTEGA HILLS DR - 4959","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","GREENLAND RD - 5663","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 5663","CMMS Asset ID","Attribute","","LS-000988"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 5663","PI Tag","Attribute","","SOUTH:GRE5663"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 5663","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 5663","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND RD - 5663","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","GREENLAND CHASE BLVD - 6593","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND CHASE BLVD - 6593","CMMS Asset ID","Attribute","","LS-000984"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND CHASE BLVD - 6593","PI Tag","Attribute","","SOUTH:GRE6593"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND CHASE BLVD - 6593","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND CHASE BLVD - 6593","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\GREENLAND CHASE BLVD - 6593","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\MANDARIN","BATTLE GATE RD - 6263","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\MANDARIN\BATTLE GATE RD - 6263","CMMS Asset ID","Attribute","","LS-000243"
"x","WASTEWATER\EST FLOW\MANDARIN\BATTLE GATE RD - 6263","PI Tag","Attribute","","SOUTH:BAT6263"
"x","WASTEWATER\EST FLOW\MANDARIN\BATTLE GATE RD - 6263","Wetwell Area","Attribute","","78.5"
"x","WASTEWATER\EST FLOW\MANDARIN\BATTLE GATE RD - 6263","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\MANDARIN\BATTLE GATE RD - 6263","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\NASSAU","SR 9 (I-95 WELCOME CENTER) - 2597","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\NASSAU\SR 9 (I-95 WELCOME CENTER) - 2597","CMMS Asset ID","Attribute","","LS-002142"
"x","WASTEWATER\EST FLOW\NASSAU\SR 9 (I-95 WELCOME CENTER) - 2597","PI Tag","Attribute","","NASSAU:STA2597"
"x","WASTEWATER\EST FLOW\NASSAU\SR 9 (I-95 WELCOME CENTER) - 2597","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\NASSAU\SR 9 (I-95 WELCOME CENTER) - 2597","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\NASSAU\SR 9 (I-95 WELCOME CENTER) - 2597","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\BLACKS FORD","LEO MAGUIRE PKWY - 9400","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\LEO MAGUIRE PKWY - 9400","CMMS Asset ID","Attribute","","LS-001329"
"x","WASTEWATER\EST FLOW\BLACKS FORD\LEO MAGUIRE PKWY - 9400","PI Tag","Attribute","","STJOHNS:LEO9400"
"x","WASTEWATER\EST FLOW\BLACKS FORD\LEO MAGUIRE PKWY - 9400","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\BLACKS FORD\LEO MAGUIRE PKWY - 9400","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\BLACKS FORD\LEO MAGUIRE PKWY - 9400","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","AUSTIN CREEK RD - 2152","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\AUSTIN CREEK RD - 2152","CMMS Asset ID","Attribute","","LS-000217"
"x","WASTEWATER\EST FLOW\CEDAR BAY\AUSTIN CREEK RD - 2152","PI Tag","Attribute","","NORTH:AUS2152"
"x","WASTEWATER\EST FLOW\CEDAR BAY\AUSTIN CREEK RD - 2152","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\AUSTIN CREEK RD - 2152","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\AUSTIN CREEK RD - 2152","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","CENTERWOOD CT - 10446","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CENTERWOOD CT - 10446","CMMS Asset ID","Attribute","","LS-000538"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CENTERWOOD CT - 10446","PI Tag","Attribute","","NORTH:CEN10446"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CENTERWOOD CT - 10446","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CENTERWOOD CT - 10446","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CENTERWOOD CT - 10446","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","CAMPUS HEIGHTS LN - 11022","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAMPUS HEIGHTS LN - 11022","CMMS Asset ID","Attribute","","LS-000507"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAMPUS HEIGHTS LN - 11022","PI Tag","Attribute","","NORTH:CAM11022"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAMPUS HEIGHTS LN - 11022","Wetwell Area","Attribute","","28.3"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAMPUS HEIGHTS LN - 11022","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CAMPUS HEIGHTS LN - 11022","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\SOUTHWEST","DAWSONS CREEK DR - 7839","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\DAWSONS CREEK DR - 7839","CMMS Asset ID","Attribute","","LS-000691"
"x","WASTEWATER\EST FLOW\SOUTHWEST\DAWSONS CREEK DR - 7839","PI Tag","Attribute","","WEST:DAW7839"
"x","WASTEWATER\EST FLOW\SOUTHWEST\DAWSONS CREEK DR - 7839","Wetwell Area","Attribute","","50.3"
"x","WASTEWATER\EST FLOW\SOUTHWEST\DAWSONS CREEK DR - 7839","cte","Element","_cte_lead",""
"x","WASTEWATER\EST FLOW\SOUTHWEST\DAWSONS CREEK DR - 7839","hrt","Element","_hrt",""
"x","WASTEWATER\EST FLOW\CEDAR BAY","CEDAR POINT RD - 3881","Element","_Liftstation",""
"x","WASTEWATER\EST FLOW\CEDAR BAY\CEDAR POINT RD - 3881","CMMS Asset ID","Attribute","","LS-000537"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CEDAR POINT RD - 3881","PI Tag","Attribute","","NORTH:CED3881"
"x","WASTEWATER\EST FLOW\CEDAR BAY\CEDAR POINT RD - 3881","Wetwell Area","Attribute","","50.3"
